Cruise Embark Date,Age Banding,Cruise Ship Name,SubTrade,Lifestage,Lead Time (Days),Mosaic Group,Mosaic Type,Net Weekly HH Income,Total Children,Faretype,Cabin Meta,Cruise Experience,Cruises Completed with HAL,Region,Contactability,Duration
12/1/2018,65 - 74 Years,Veendam,Caribbean Eastern,Retired Couples,369,Prestige Positions,Diamond Days,,0,Select Fare,Inside,Past Guest,7,Canada,Mailable Only,28
9/1/2018,65 - 74 Years,Zaandam,World,Retired Couples,48,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Inside,Past Guest,2,Canada,Emailable Only,55
21/04/2018,55 - 64 Years,Koningsdam,Atlantic Islands,Family,50,Suburban Stability,Dependable Me,,0,Saver,Balcony,Past Guest,1,Australia,Mailable and Emailable,13
9/4/2018,55 - 64 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,115,Suburban Stability,Boomerang Boarders,,0,Select Fare,Inside,Past Guest,3,Canada,Emailable Only,12
20/09/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,141,Suburban Stability,Boomerang Boarders,,0,Early Saver,Balcony,Past Guest,14,Canada,Mailable and Emailable,14
23/06/2018,35 - 44 Years,Prinsendam,Coastals,PreFamily,137,Aspiring Homemakers,New Foundations,,0,Select Fare,Deluxe Balcony,Past Guest,15,US Central,Mailable Only,2
17/09/2018,75 - 84 Years,Prinsendam,Western Mediterranean,Elderly Couples,713,Prestige Positions,Diamond Days,,0,Select Fare,Mini Suite,Past Guest,6,US West Coast,Mailable and Emailable,18
19/05/2018,65 - 74 Years,Eurodam,Norway Fjord,Retired Couples,78,Modest Traditions,Self Supporters,,0,Select Fare,Mini Suite,Past Guest,2,Canada,Mailable Only,7
30/12/2017,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Retired Couples,292,Prestige Positions,Alpha Families,,0,Select Fare,Balcony,Past Guest,1,US West Coast Coast,Mailable and Emailable,14
3/10/2018,75 - 84 Years,Zaandam,Western Mediterranean,Family,257,Country Living,Village Retirement,,0,Select Fare,Balcony,Past Guest,3,Canada,Emailable Only,17
9/11/2018,18 - 24 Years,Amsterdam,Atlantic Islands,PreFamily,566,Rural Reality,Local Focus,,0,Select Fare,Balcony,Past Guest,2,Canada,Emailable Only,12
26/08/2018,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,284,Modest Traditions,Down-to-Earth Owners,,0,Early Saver,Balcony,Past Guest,2,Canada,Mailable Only,7
25/02/2018,45 - 54 Years,Prinsendam,North Cape,Empty Nesters,287,Country Living,Rural Vogue,,0,Select Fare,Mini Suite,Past Guest,2,Canada,Mailable and Emailable,12
30/08/2018,65 - 74 Years,Amsterdam,Australia/NZ,Retired Couples,199,Senior Security,Solo Retirees,,0,Early Saver,Balcony,Past Guest,1,South America,Mailable and Emailable,7
6/5/2018,55 - 64 Years,Eurodam,Atlantic Islands,Empty Nesters,528,Prestige Positions,Bank of Mum and Dad,,0,Early Saver,Balcony,Past Guest,1,US West Coast,Mailable and Emailable,13
20/09/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,623,Prestige Positions,Bank of Mum and Dad,,0,Select Fare,Inside,Past Guest,5,Canada,Mailable and Emailable,7
8/7/2018,35 - 44 Years,Nieuw Statendam,Norway Fjord,Family,426,Domestic Success,Mid-Career Convention,,2,Select Fare,Balcony,Past Guest,1,Australia,Emailable Only,7
9/3/2018,75 - 84 Years,Eurodam,Caribbean Transatlantic,Elderly Couples,200,Senior Security,Classic Grandparents,,0,Select Fare,Balcony,Past Guest,1,Canada,Mailable and Emailable,14
1/9/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,572,Suburban Stability,Fledgling Free,,0,Select Fare,Outside,Past Guest,6,Canada,Mailable Only,16
16/11/2018,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,169,Senior Security,Classic Grandparents,,0,Select Fare,Balcony,Past Guest,6,Canada,Emailable Only,14
5/7/2018,35 - 44 Years,Amsterdam,Australia/NZ,Family,461,Domestic Success,Modern Parents,,1,Early Saver,Balcony,Past Guest,1,Australia,Mailable and Emailable,14
13/09/2018,25 - 34 Years,Amsterdam,Australia/NZ,PreFamily,111,Rental Hubs,Career Builders,,0,Select Fare,Balcony,Past Guest,7,US West Coast,Mailable and Emailable,7
6/4/2018,55 - 64 Years,Eurodam,Alaska RT Seattle,Empty Nesters,65,Aspiring Homemakers,New Foundations,,0,Select Fare,Inside,Past Guest,1,Canada,Mailable and Emailable,7
10/2/2018,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,89,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Inside,Past Guest,10,Canada,Emailable Only,14
23/12/2017,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Family,624,Prestige Positions,Bank of Mum and Dad,,0,Select Fare,Balcony,Past Guest,5,Europe,Mailable Only,14
23/12/2017,55 - 64 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,411,Suburban Stability,Fledgling Free,,0,Select Fare,Balcony,Past Guest,29,US Central,Mailable and Emailable,14
23/12/2017,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Retired Couples,411,Suburban Stability,Fledgling Free,,0,Select Fare,Balcony,Past Guest,31,US Central,Mailable and Emailable,14
1/2/2018,35 - 44 Years,Koningsdam,Coastals,PreFamily,517,Domestic Success,Modern Parents,,0,Select Fare,Inside,Past Guest,4,Canada,Mailable and Emailable,4
11/5/2018,65 - 74 Years,Koningsdam,Western Mediterranean,Retired Couples,214,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Inside,Past Guest,1,Canada,Mailable Only,14
11/2/2018,65 - 74 Years,Amsterdam,Panama Canal,Retired Couples,93,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Inside,Newcomer,0,South America,Mailable and Emailable,28
23/12/2017,45 - 54 Years,Nieuw Statendam,Caribbean Southern,Family,285,Country Living,Rural Vogue,,0,Select Fare,Inside,Past Guest,2,US West Coast Coast,Mailable and Emailable,14
2/12/2017,35 - 44 Years,Eurodam,Caribbean Eastern,Family,448,Aspiring Homemakers,Primary Ambitions,,2,Select Fare,Balcony,Past Guest,4,Canada,Mailable and Emailable,14
2/12/2017,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,50,Prestige Positions,Empty-Nest Adventure,,0,Saver,Outside,Past Guest,7,US West Coast Coast,Mailable Only,14
29/04/2018,75 - 84 Years,Nieuw Statendam,Western Mediterranean,Elderly Couples,368,Senior Security,Bungalow Haven,,0,Select Fare,Inside,Newcomer,0,Canada,Emailable Only,12
30/11/2018,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,428,Transient Renters,Disconnected Youth,,0,Select Fare,Inside,Past Guest,2,Canada,Mailable Only,14
21/06/2018,65 - 74 Years,Amsterdam,Australia/NZ,Retired Couples,71,Prestige Positions,Empty-Nest Adventure,,0,Early Saver,Balcony,Past Guest,1,Canada,Mailable and Emailable,14
17/09/2018,45 - 54 Years,Prinsendam,Western Mediterranean,Empty Nesters,717,Suburban Stability,Boomerang Boarders,,0,Select Fare,Inside,Past Guest,7,Canada,Emailable Only,18
14/06/2018,75 - 84 Years,Amsterdam,Japan,Elderly Couples,79,City Prosperity,Uptown Elite,,0,Select Fare,Mini Suite,Past Guest,8,Canada,Emailable Only,7
10/2/2018,75 - 84 Years,Eurodam,Caribbean Southern,Elderly Couples,92,Senior Security,Legacy Elders,,0,Select Fare,Balcony,Past Guest,3,US West Coast Coast,Mailable and Emailable,14
16/09/2018,55 - 64 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,112,Country Living,Scattered Homesteads,,0,Select Fare,Balcony,Newcomer,0,US West Coast Coast,Emailable Only,14
6/4/2018,85 - 94 Years,Nieuw Statendam,Coastals,Family,369,Aspiring Homemakers,Contemporary Starts,,0,Select Fare,Balcony,Newcomer,0,US West Coast Coast,Mailable Only,2
16/09/2018,65 - 74 Years,Nieuw Statendam,Western Mediterranean,Retired Couples,241,Aspiring Homemakers,New Foundations,,0,Select Fare,Inside,Past Guest,3,Canada,Emailable Only,14
16/02/2018,45 - 54 Years,Nieuw Statendam,Caribbean Southern,Family,49,Aspiring Homemakers,New Foundations,,0,Saver,Balcony,Past Guest,6,US West Coast Coast,Mailable and Emailable,14
18/10/2018,85 - 94 Years,Amsterdam,Alaska RT YVR,Older Singles,114,Senior Security,Legacy Elders,,0,Saver,Inside,Past Guest,2,Canada,Emailable Only,10
15/12/2017,55 - 64 Years,Eurodam,Caribbean Southern,Empty Nesters,569,Domestic Success,Modern Parents,,0,Select Fare,Outside,Past Guest,1,Australia,Mailable and Emailable,14
9/6/2018,65 - 74 Years,Eurodam,Baltic,Retired Couples,312,Domestic Success,Modern Parents,,0,Select Fare,Balcony,Past Guest,3,Canada,Mailable Only,14
9/6/2018,65 - 74 Years,Eurodam,Baltic,Retired Couples,312,Domestic Success,Modern Parents,,0,Early Saver,Deluxe Balcony,Past Guest,4,Canada,Mailable and Emailable,14
3/6/2018,65 - 74 Years,Nieuw Statendam,Western Mediterranean,Retired Couples,81,Domestic Success,Modern Parents,,0,Select Fare,Balcony,Past Guest,4,Canada,Mailable and Emailable,14
20/04/2018,75 - 84 Years,Prinsendam,Western Mediterranean,Elderly Couples,65,Aspiring Homemakers,New Foundations,,0,Select Fare,Outside,Past Guest,19,Canada,Emailable Only,18
9/9/2018,55 - 64 Years,Nieuw Statendam,Alaska RT Seattle,Empty Nesters,269,Country Living,Rural Vogue,,0,Select Fare,Balcony,Past Guest,3,Japan,Mailable and Emailable,7
10/2/2018,55 - 64 Years,Eurodam,Caribbean Southern,Empty Nesters,308,Domestic Success,Modern Parents,,0,Select Fare,Balcony,Past Guest,1,Canada,Mailable and Emailable,14
29/10/2018,65 - 74 Years,Koningsdam,Atlantic Islands,Retired Couples,768,Senior Security,Classic Grandparents,,0,Select Fare,Inside,Past Guest,5,Canada,Mailable Only,12
19/05/2018,25 - 34 Years,Westerdam,Baltic,PreFamily,607,Prestige Positions,Bank of Mum and Dad,,0,Select Fare,Inside,Past Guest,2,Canada,Emailable Only,16
3/3/2018,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Retired Couples,208,Modest Traditions,Self Supporters,,0,Select Fare,Inside,Past Guest,5,Canada,Emailable Only,14
5/8/2018,65 - 74 Years,Koningsdam,Atlantic Islands,Family,378,Suburban Stability,Boomerang Boarders,,0,Select Fare,Balcony,Newcomer,0,US West Coast,Emailable Only,12
8/7/2018,55 - 64 Years,Nieuw Statendam,Norway Fjord,Empty Nesters,37,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Inside,Past Guest,3,Canada,Mailable Only,7
15/12/2017,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,227,Country Living,Village Retirement,,0,Early Saver,Balcony,Past Guest,4,Japan,Emailable Only,14
11/2/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,79,Suburban Stability,Dependable Me,,0,Select Fare,Deluxe Balcony,Past Guest,5,Canada,Mailable and Emailable,12
30/06/2018,35 - 44 Years,Eurodam,TransPacific,Family,471,Domestic Success,Mid-Career Convention,,1,Select Fare,Outside,Past Guest,40,Canada,Mailable and Emailable,14
26/10/2018,55 - 64 Years,Nieuw Statendam,Caribbean Transatlantic,Family,91,Prestige Positions,Alpha Families,,0,Select Fare,Balcony,Past Guest,1,Canada,Emailable Only,15
9/1/2018,65 - 74 Years,Zaandam,World,Retired Couples,434,Aspiring Homemakers,New Foundations,,0,Select Fare,Inside,Past Guest,12,Canada,Mailable and Emailable,100
8/4/2018,45 - 54 Years,Nieuw Statendam,Atlantic Islands,Empty Nesters,118,Rural Reality,Satellite Settlers,,0,Select Fare,Balcony,Past Guest,7,US West Coast,Mailable Only,14
29/12/2017,55 - 64 Years,Veendam,Caribbean Eastern,Empty Nesters,97,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Inside,Newcomer,0,Canada,Mailable Only,14
10/11/2018,65 - 74 Years,Nieuw Statendam,Caribbean Eastern,Family,169,Prestige Positions,Premium Fortunes,,0,Select Fare,Inside,Past Guest,2,Canada,Mailable Only,14
28/03/2018,65 - 74 Years,Koningsdam,Atlantic Islands,Retired Couples,135,Aspiring Homemakers,Contemporary Starts,,0,Select Fare,Outside,Past Guest,1,US West Coast,Mailable and Emailable,12
16/09/2018,45 - 54 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,350,Modest Traditions,Offspring Overspill,,0,Select Fare,Outside,Past Guest,2,Canada,Mailable and Emailable,14
24/10/2018,75 - 84 Years,Prinsendam,Western Mediterranean,Elderly Couples,21,Senior Security,Classic Grandparents,,0,Select Fare,Inside,Newcomer,0,Australia,Emailable Only,18
23/08/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,346,Suburban Stability,Dependable Me,,0,Select Fare,Balcony,Past Guest,1,South America,Mailable Only,14
29/07/2018,55 - 64 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,237,Suburban Stability,Boomerang Boarders,,0,Early Saver,Inside,Past Guest,3,US West Coast Coast,Mailable Only,14
18/09/2018,75 - 84 Years,Koningsdam,Australia/NZ,Elderly Couples,259,Senior Security,Classic Grandparents,,0,Select Fare,Outside,Past Guest,1,US West Coast Coast,Emailable Only,17
28/05/2018,55 - 64 Years,Zaandam,Western Mediterranean,Empty Nesters,244,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Inside,Past Guest,25,Canada,Emailable Only,17
30/12/2017,45 - 54 Years,Eurodam,Caribbean Southern,Family,631,Rural Reality,Satellite Settlers,,2,Select Fare,Inside,Past Guest,21,Canada,Mailable Only,14
10/2/2018,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,258,Prestige Positions,Alpha Families,,0,Select Fare,Balcony,Past Guest,7,US Central,Mailable Only,14
6/9/2018,65 - 74 Years,Amsterdam,Japan,Retired Couples,190,Urban Cohesion,Ageing Access,,0,Early Saver,Inside,Past Guest,1,US Central,Emailable Only,7
22/07/2018,75 - 84 Years,Zaandam,Western Mediterranean,Elderly Couples,403,Rural Reality,Outlying Seniors,,0,Select Fare,Outside,Past Guest,3,Canada,Emailable Only,14
23/05/2018,65 - 74 Years,Prinsendam,Australia/NZ,Retired Couples,624,Urban Cohesion,Ageing Access,,0,Select Fare,Deluxe Balcony,Past Guest,1,Canada,Mailable and Emailable,19
12/11/2018,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,45,Modest Traditions,Self Supporters,,0,Saver,Outside,Past Guest,2,Canada,Mailable and Emailable,11
30/06/2018,55 - 64 Years,Eurodam,TransPacific,Empty Nesters,663,City Prosperity,Uptown Elite,,0,Select Fare,Inside,Past Guest,6,Canada,Emailable Only,14
12/10/2018,65 - 74 Years,Eurodam,Alaska RT Seattle,Retired Couples,40,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Mini Suite,Past Guest,1,Canada,Mailable Only,7
11/10/2018,65 - 74 Years,Amsterdam,Alaska RT YVR,Retired Couples,474,Modest Traditions,Down-to-Earth Owners,,0,Select Fare,Deluxe Balcony,Past Guest,2,US Central,Mailable and Emailable,17
19/07/2018,35 - 44 Years,Amsterdam,Australia/NZ,Family,144,Domestic Success,Modern Parents,,2,Early Saver,Balcony,Past Guest,1,Canada,Mailable Only,7
4/1/2018,65 - 74 Years,Koningsdam,Panama Canal,Retired Couples,326,Country Living,Village Retirement,,0,Saver,Balcony,Past Guest,13,Canada,Mailable and Emailable,28
5/8/2018,75 - 84 Years,Koningsdam,Atlantic Islands,Elderly Couples,256,Senior Security,Classic Grandparents,,0,Select Fare,Balcony,Past Guest,8,Europe,Mailable and Emailable,12
21/12/2017,65 - 74 Years,Koningsdam,Atlantic Islands,Retired Couples,102,Suburban Stability,Dependable Me,,0,Select Fare,Balcony,Past Guest,2,US Central,Mailable Only,14
2/11/2018,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,90,Prestige Positions,Diamond Days,,0,Select Fare,Balcony,Past Guest,18,US Central,Emailable Only,14
12/8/2018,25 - 34 Years,Nieuw Statendam,Norway Fjord,Family,195,Family Basics,Childcare Squeeze,,2,Select Fare,Inside,Past Guest,4,US West Coast,Mailable and Emailable,7
16/03/2018,55 - 64 Years,Nieuw Statendam,Caribbean Transatlantic,Empty Nesters,213,Vintage Value,Dependent Greys,,0,Select Fare,Mini Suite,Past Guest,3,Canada,Emailable Only,14
26/04/2018,75 - 84 Years,Amsterdam,Australia/NZ,Elderly Couples,190,Country Living,Village Retirement,,0,Saver,Inside,Past Guest,1,Canada,Mailable and Emailable,7
20/05/2018,55 - 64 Years,Nieuw Statendam,Alaska RT Seattle,Empty Nesters,58,Country Living,Scattered Homesteads,,0,Select Fare,Balcony,Past Guest,10,US West Coast Coast,Emailable Only,7
20/10/2018,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,123,Country Living,Wealthy Landowners,,0,Select Fare,Balcony,Past Guest,11,Canada,Emailable Only,7
13/05/2018,45 - 54 Years,Nieuw Statendam,Norway Fjord,Empty Nesters,121,Municipal Challenge,High Rise Residents,,0,Select Fare,Mini Suite,Past Guest,12,Canada,Emailable Only,7
19/08/2018,55 - 64 Years,Westerdam,Atlantic Islands,Empty Nesters,432,Suburban Stability,Family Ties,,0,Select Fare,Inside,Past Guest,3,Canada,Emailable Only,12
11/5/2018,75 - 84 Years,Zaandam,Australia/NZ,Elderly Couples,241,Senior Security,Solo Retirees,,0,Saver,Outside,Past Guest,29,Canada,Mailable and Emailable,17
2/2/2018,35 - 44 Years,Nieuw Statendam,Caribbean Southern,Family,279,Aspiring Homemakers,Primary Ambitions,,2,Early Saver,Balcony,Newcomer,0,Canada,Mailable Only,14
29/07/2018,35 - 44 Years,Nieuw Statendam,Western Mediterranean,Family,331,Rental Hubs,Bus-Route Renters,,1,Select Fare,Inside,Past Guest,4,Canada,Emailable Only,14
22/07/2018,65 - 74 Years,Zaandam,Western Mediterranean,Retired Couples,336,Prestige Positions,Premium Fortunes,,0,Saver,Inside,Past Guest,5,Canada,Mailable and Emailable,14
16/06/2018,85 - 94 Years,Westerdam,TransPacific,Elderly Couples,232,Senior Security,Legacy Elders,,0,Select Fare,Inside,Past Guest,2,Australia,Mailable and Emailable,12
15/06/2018,55 - 64 Years,Koningsdam,Coastals,Empty Nesters,125,Prestige Positions,Empty-Nest Adventure,,0,Select Fare,Suite,Past Guest,7,Canada,Mailable and Emailable,2
9/4/2018,75 - 84 Years,Koningsdam,Alaska RT Seattle,Elderly Couples,119,Senior Security,Classic Grandparents,,0,Saver,Inside,Past Guest,1,Australia,Mailable Only,12
12/7/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,546,Suburban Stability,Fledgling Free,,0,Select Fare,Outside,Past Guest,9,US West Coast,Emailable Only,7
7/6/2018,55 - 64 Years,Amsterdam,Australia/NZ,Empty Nesters,222,Country Living,Wealthy Landowners,,0,Select Fare,Balcony,Newcomer,0,Canada,Mailable Only,14
7/12/2017,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,164,Senior Security,Legacy Elders,,0,Select Fare,Outside,Past Guest,6,US West Coast Coast,Emailable Only,14
9/9/2018,75 - 84 Years,Nieuw Statendam,Alaska RT Seattle,Elderly Couples,83,Country Living,Scattered Homesteads,,0,Early Saver,Balcony,Past Guest,19,Canada,Mailable Only,7
23/11/2018,75 - 84 Years,Nieuw Statendam,Caribbean Eastern,Elderly Couples,440,Senior Security,Classic Grandparents,,0,Early Saver,Balcony,Past Guest,19,Canada,Emailable Only,14
19/04/2018,75 - 84 Years,Zaandam,Alaska RT Seattle,Older Singles,192,Country Living,Village Retirement,,0,Select Fare,Inside,Past Guest,17,Canada,Emailable Only,15
9/2/2018,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,547,Aspiring Homemakers,Contemporary Starts,,0,Select Fare,Inside,Past Guest,18,Canada,Mailable Only,14
10/2/2018,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,336,Country Living,Village Retirement,,0,Saver,Inside,Past Guest,4,Canada,Mailable and Emailable,14
26/04/2018,65 - 74 Years,Amsterdam,Australia/NZ,Retired Couples,19,Aspiring Homemakers,New Foundations,,0,Select Fare,Outside,Past Guest,3,Canada,Mailable Only,7
8/7/2018,25 - 34 Years,Koningsdam,Atlantic Islands,Family,172,Country Living,Scattered Homesteads,,2,Select Fare,Balcony,Past Guest,3,US West Coast,Mailable and Emailable,12
2/9/2018,75 - 84 Years,Koningsdam,Western Mediterranean,Elderly Couples,132,Country Living,Village Retirement,,0,Select Fare,Inside,Past Guest,2,Canada,Emailable Only,13
21/07/2018,55 - 64 Years,Eurodam,Western Mediterranean,Empty Nesters,395,Modest Traditions,Offspring Overspill,,0,Select Fare,Inside,Past Guest,2,Canada,Emailable Only,14
20/10/2018,55 - 64 Years,Zaandam,Panama Canal,Empty Nesters,576,Modest Traditions,Down-to-Earth Owners,,0,Early Saver,Inside,Past Guest,2,US Central,Emailable Only,28
4/1/2018,55 - 64 Years,Koningsdam,Panama Canal,Empty Nesters,426,Suburban Stability,Boomerang Boarders,,0,Select Fare,Outside,Newcomer,0,US Central,Mailable and Emailable,28
20/04/2018,65 - 74 Years,Prinsendam,Western Mediterranean,Older Singles,10,Rural Reality,Outlying Seniors,,0,Select Fare,Balcony,Past Guest,2,Canada,Emailable Only,18
30/03/2018,45 - 54 Years,Nieuw Statendam,Alaska RT Seattle,Empty Nesters,316,Country Living,Rural Vogue,,0,Select Fare,Outside,Past Guest,7,Canada,Mailable and Emailable,7
22/07/2018,65 - 74 Years,Zaandam,Western Mediterranean,Retired Couples,301,Suburban Stability,Boomerang Boarders,,0,Select Fare,Balcony,Past Guest,1,Canada,Mailable and Emailable,14
4/5/2018,35 - 44 Years,Zaandam,Norway Fjord,PreFamily,392,Transient Renters,Renting a Room,,0,Select Fare,Inside,Past Guest,4,US Central,Emailable Only,7
